point_id,point_index,lat,lon,layer,heading,pitch,fov,size,url_no_key,url_template,url_with_key
1,1,44.49831696091402,11.34620613911444,sky,270,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49831696091402,11.34620613911444&heading=270&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49831696091402,11.34620613911444&heading=270&pitch=45&fov=90&key={API_KEY}",
2,2,44.50279668946615,11.347024513484717,ground,0,-45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=0&pitch=-45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=0&pitch=-45&fov=90&key={API_KEY}",
2,2,44.50279668946615,11.347024513484717,horizon,0,0,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=0&pitch=0&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=0&pitch=0&fov=90&key={API_KEY}",
2,2,44.50279668946615,11.347024513484717,sky,0,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=0&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=0&pitch=45&fov=90&key={API_KEY}",
2,2,44.50279668946615,11.347024513484717,ground,90,-45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=90&pitch=-45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=90&pitch=-45&fov=90&key={API_KEY}",
2,2,44.50279668946615,11.347024513484717,horizon,90,0,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=90&pitch=0&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=90&pitch=0&fov=90&key={API_KEY}",
2,2,44.50279668946615,11.347024513484717,sky,90,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=90&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=90&pitch=45&fov=90&key={API_KEY}",
2,2,44.50279668946615,11.347024513484717,ground,180,-45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=180&pitch=-45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=180&pitch=-45&fov=90&key={API_KEY}",
2,2,44.50279668946615,11.347024513484717,horizon,180,0,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=180&pitch=0&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=180&pitch=0&fov=90&key={API_KEY}",
2,2,44.50279668946615,11.347024513484717,sky,180,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=180&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=180&pitch=45&fov=90&key={API_KEY}",
2,2,44.50279668946615,11.347024513484717,ground,270,-45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=270&pitch=-45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=270&pitch=-45&fov=90&key={API_KEY}",
2,2,44.50279668946615,11.347024513484717,horizon,270,0,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=270&pitch=0&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=270&pitch=0&fov=90&key={API_KEY}",
2,2,44.50279668946615,11.347024513484717,sky,270,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=270&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.50279668946615,11.347024513484717&heading=270&pitch=45&fov=90&key={API_KEY}",
3,3,44.49526970475481,11.349880600609872,ground,0,-45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=0&pitch=-45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=0&pitch=-45&fov=90&key={API_KEY}",
3,3,44.49526970475481,11.349880600609872,horizon,0,0,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=0&pitch=0&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=0&pitch=0&fov=90&key={API_KEY}",
3,3,44.49526970475481,11.349880600609872,sky,0,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=0&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=0&pitch=45&fov=90&key={API_KEY}",
3,3,44.49526970475481,11.349880600609872,ground,90,-45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=90&pitch=-45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=90&pitch=-45&fov=90&key={API_KEY}",
3,3,44.49526970475481,11.349880600609872,horizon,90,0,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=90&pitch=0&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=90&pitch=0&fov=90&key={API_KEY}",
3,3,44.49526970475481,11.349880600609872,sky,90,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=90&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=90&pitch=45&fov=90&key={API_KEY}",
3,3,44.49526970475481,11.349880600609872,ground,180,-45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=180&pitch=-45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=180&pitch=-45&fov=90&key={API_KEY}",
3,3,44.49526970475481,11.349880600609872,horizon,180,0,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=180&pitch=0&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=180&pitch=0&fov=90&key={API_KEY}",
3,3,44.49526970475481,11.349880600609872,sky,180,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=180&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=180&pitch=45&fov=90&key={API_KEY}",
3,3,44.49526970475481,11.349880600609872,ground,270,-45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=270&pitch=-45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=270&pitch=-45&fov=90&key={API_KEY}",
3,3,44.49526970475481,11.349880600609872,horizon,270,0,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=270&pitch=0&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=270&pitch=0&fov=90&key={API_KEY}",
3,3,44.49526970475481,11.349880600609872,sky,270,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=270&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.49526970475481,11.349880600609872&heading=270&pitch=45&fov=90&key={API_KEY}",
4,4,44.487480537877886,11.33703911679602,ground,0,-45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=0&pitch=-45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=0&pitch=-45&fov=90&key={API_KEY}",
4,4,44.487480537877886,11.33703911679602,horizon,0,0,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=0&pitch=0&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=0&pitch=0&fov=90&key={API_KEY}",
4,4,44.487480537877886,11.33703911679602,sky,0,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=0&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=0&pitch=45&fov=90&key={API_KEY}",
4,4,44.487480537877886,11.33703911679602,ground,90,-45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=90&pitch=-45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=90&pitch=-45&fov=90&key={API_KEY}",
4,4,44.487480537877886,11.33703911679602,horizon,90,0,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=90&pitch=0&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=90&pitch=0&fov=90&key={API_KEY}",
4,4,44.487480537877886,11.33703911679602,sky,90,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=90&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=90&pitch=45&fov=90&key={API_KEY}",
4,4,44.487480537877886,11.33703911679602,ground,180,-45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=180&pitch=-45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=180&pitch=-45&fov=90&key={API_KEY}",
4,4,44.487480537877886,11.33703911679602,horizon,180,0,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=180&pitch=0&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=180&pitch=0&fov=90&key={API_KEY}",
4,4,44.487480537877886,11.33703911679602,sky,180,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=180&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=180&pitch=45&fov=90&key={API_KEY}",
4,4,44.487480537877886,11.33703911679602,ground,270,-45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=270&pitch=-45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=270&pitch=-45&fov=90&key={API_KEY}",
4,4,44.487480537877886,11.33703911679602,horizon,270,0,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=270&pitch=0&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=270&pitch=0&fov=90&key={API_KEY}",
4,4,44.487480537877886,11.33703911679602,sky,270,45,90,640x640,"https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=270&pitch=45&fov=90","https://maps.googleapis.com/maps/api/streetview?size=640x640&location=44.487480537877886,11.33703911679602&heading=270&pitch=45&fov=90&key={API_KEY}",
